124.27344076	122.11152000	22.40425121
128.47875342	122.05550769	22.09372180
132.48244427	122.33683068	22.03171788
136.07880654	122.36289718	22.05972937
116.48529639	126.32866809	22.18821249
120.47858347	126.47729756	22.02860684
124.24268782	126.00728499	22.16625648
128.40014023	126.19518578	22.19286571
132.07094317	126.47202643	22.29286807
136.21088064	126.41158960	22.44255742
140.45786776	126.40138512	22.22372280
144.39610366	126.41316021	22.02794870
116.47974621	130.03774182	22.32951400
120.32787035	130.42413856	22.00665335
124.01785584	130.09965049	22.28621567
128.42456465	130.06486010	22.11211639
132.46699662	130.13927792	22.06397072
136.33936758	130.15051318	22.07816905
140.37887007	130.44203517	22.16721618
144.37156623	130.30535339	22.17381398
112.19611351	134.45144710	22.30071009
116.32773895	134.32544809	22.33872120
120.08559334	134.15117752	22.42741418
124.35302304	134.21665249	22.13472482
128.01591642	134.29200415	22.38621785
132.13846149	134.44954836	22.06964466
136.02308570	134.06922728	22.49522527
140.04856589	134.39135346	22.47000690
144.41172891	134.02273918	22.06103930
148.34741431	134.17217356	22.33525659
112.15854974	138.37243199	22.22407066
116.47511102	138.43337853	22.00053645
120.01722304	138.49740465	22.15251919
124.21937218	138.13096472	22.47969640
128.19077923	138.36971318	22.00729737
132.38275839	138.10477945	22.45477576
136.39759995	138.27522649	22.34802196
140.09343630	138.05696484	22.31444630
144.24488220	138.49704705	22.46448789
148.22279310	138.40260467	22.19243125
112.32315651	142.24646954	22.41771038
116.35468242	142.29007960	22.47380044
120.37734334	142.48051204	22.30837929
124.13801254	142.37713818	22.44298847
128.33985134	142.15913638	22.03300659
132.32754900	142.05346376	22.15236774
136.08130587	142.09856266	22.21906260
140.05949884	142.25323227	22.16486304
144.24918203	142.01347359	22.09398698
148.47987198	142.37293864	22.14551520
112.17019286	146.00947943	22.03307553
116.29263388	146.32777310	22.04202126
120.11190597	146.11650441	22.00384432
124.37563353	146.48974202	22.15096343
128.12754756	146.43951784	22.00354739
132.25297853	146.30809902	22.09419942
136.34953836	146.03982307	22.29393946
140.44545163	146.39312418	22.26680535
144.47964571	146.47364382	22.05314513
148.27360776	146.03690082	22.49610006
116.06931222	150.05990941	22.39360221
120.07464700	150.34970953	22.33078723
124.12875413	150.08041840	22.04605468
128.42035863	150.48105378	22.30741695
132.12714109	150.33227194	22.44264916
136.40714241	150.21559057	22.04752591
140.12176248	150.34945961	22.30284713
144.46463181	150.47387700	22.12348081
116.17499188	154.11363336	22.21146415
120.09829763	154.02443067	22.34207785
124.12554193	154.01736925	22.04382650
128.30802234	154.19761112	22.00558349
132.23664442	154.27003446	22.18873539
136.17582975	154.14197888	22.30319638
140.41541431	154.43502981	22.05453674
144.29263205	154.20338712	22.35409379
124.27486180	158.41458155	22.44921369
128.45859683	158.49055282	22.04919913
132.14291951	158.05717292	22.12876605
136.37860011	158.46194895	22.24027619
128.37686455	106.42298304	26.25282828
132.19022292	106.04504631	26.23781392
116.28391082	110.00263055	26.19693595
120.03792714	110.14006773	26.02356244
124.02697506	110.18553025	26.33097704
128.26539878	110.24172764	26.48985488
132.38958362	110.36500850	26.28794603
136.46700534	110.28460706	26.39853705
140.06495310	110.32141358	26.17246892
144.28441183	110.17814155	26.23709112
108.23469532	114.36999303	26.29392828
112.00595103	114.08244565	26.10784197
116.16856132	114.44980262	26.12050354
120.08109115	114.11233084	26.34316983
124.39714227	114.40776998	26.26178744
128.15560752	114.30638253	26.14155663
132.26426657	114.19341389	26.15773225
136.08282436	114.20456896	26.48369629
140.30099097	114.48746207	26.24350481
144.13148564	114.14918897	26.12138134
148.32703955	114.00296144	26.32057694
152.34460725	114.18053463	26.33907597
104.37407580	118.38715369	26.36693673
108.22527080	118.22289654	26.15958831
112.04191069	118.29957783	26.41047261
116.11448848	118.00767447	26.45842213
120.45666868	118.36228072	26.02328486
124.07618901	118.13160882	26.01778676
128.41290849	118.13539630	26.25189515
132.26917122	118.31316341	26.35146826
136.49806736	118.28454823	26.25306069
140.03908776	118.06763123	26.02358847
144.22133913	118.44545553	26.48615276
148.05332639	118.29099917	26.37410087
152.48094904	118.12164397	26.41040841
156.00231711	118.42153077	26.01696353
104.38745523	122.05180027	26.48075919
108.40865161	122.25768872	26.11196881
112.43434735	122.22172119	26.42993894
116.04221792	122.30926685	26.21135135
120.19989132	122.43129446	26.27799039
124.12993520	122.39860014	26.10677946
128.40003424	122.14881764	26.42322911
132.21570691	122.12603230	26.21016731
136.45532380	122.00681963	26.02066011
140.09092351	122.14217071	26.27753123
144.13190146	122.19430034	26.20490778
148.07276949	122.43984521	26.38339009
152.06803428	122.40491666	26.38162608
156.43464610	122.49350809	26.02725437
100.28985229	126.45518431	26.49375032
104.27493010	126.18002178	26.10000273
108.07247740	126.38602583	26.33792718
112.42651556	126.45364158	26.18601948
116.31102757	126.14819962	26.08504314
120.17547619	126.39809786	26.33203889
124.25662477	126.24490184	26.13995955
128.20090402	126.04439372	26.45824481
132.03798335	126.21890550	26.35777898
136.11995808	126.28424941	26.35237815
140.06165947	126.28525255	26.14642925
144.09195389	126.48831924	26.45197651
148.11997626	126.08746249	26.38342268
152.20863353	126.09028398	26.19661183
156.02482722	126.07824563	26.27749259
160.45135805	126.15246692	26.01897978
100.47239359	130.16109323	26.13321108
104.24543205	130.42020946	26.00324510
108.24462632	130.13161346	26.35457498
112.16885970	130.46755921	26.12090229
116.45002692	130.49206514	26.11504665
120.18462339	130.20959071	26.22028351
124.05560138	130.03561665	26.38333613
128.39012603	130.38702479	26.08677847
132.19486942	130.19529451	26.31017233
136.12084564	130.02651841	26.39754363
140.20195607	130.26912229	26.24671552
144.04822726	130.25922591	26.00880835
148.06598665	130.10182592	26.22866064
152.47102530	130.02824803	26.21330300
156.47806727	130.13384965	26.02552582
160.28760430	130.45963612	26.25341837
100.02988977	134.42114810	26.24039845
104.11738996	134.25879079	26.24112030
108.17657929	134.37860607	26.01827896
112.41059702	134.49907870	26.19467458
116.00770172	134.30964440	26.42932468
120.02151190	134.24009063	26.06941304
124.08449501	134.12860998	26.00991943
128.32455774	134.05586694	26.04369051
132.36586119	134.15458490	26.45791920
136.32387298	134.05695483	26.27826174
140.22546185	134.23610230	26.09006047
144.27350445	134.35088910	26.45765574
148.14816040	134.46614765	26.05575604
152.37234640	134.46704567	26.47995706
156.09447751	134.24822121	26.00508823
160.34338772	134.13947616	26.23312541
96.09175558	138.14693680	26.22432132
100.18424230	138.36163046	26.13180498
104.31280928	138.02994909	26.10013388
108.39011372	138.09875570	26.37840989
112.04056288	138.27027030	26.35967078
116.46469299	138.24952153	26.11653309
120.38785634	138.28258143	26.22108696
124.24339582	138.04036591	26.20392870
128.21792929	138.01615918	26.40639800
132.22339187	138.29711880	26.42729254
136.15317474	138.35242279	26.21825672
140.25425433	138.26303448	26.39680833
144.25538578	138.46888299	26.28530163
148.40881385	138.48697294	26.39267649
152.39741571	138.44653199	26.36586410
156.32215907	138.26393510	26.38114802
160.18930469	138.24034957	26.46822103
164.40579023	138.11078249	26.29630185
96.26641279	142.17121854	26.41532640
100.17536355	142.32517046	26.01029708
104.46950078	142.11282408	26.00338880
108.43797141	142.29738712	26.37844321
112.27507817	142.22669575	26.08777851
116.31123754	142.35686990	26.33120424
120.29352235	142.35719715	26.24784818
124.10387115	142.03434798	26.39576898
128.15062317	142.23035555	26.47860069
132.23546167	142.17582242	26.24865727
136.11524408	142.23671830	26.21381363
140.42215440	142.48057799	26.22657939
144.09738214	142.37093057	26.05305306
148.11296089	142.03770164	26.46062351
152.08535402	142.25856254	26.46406908
156.11383215	142.14031674	26.30320753
160.21784934	142.20876809	26.16713102
164.15555114	142.44977303	26.19339754
100.46168982	146.33310376	26.48615514
104.21510370	146.04845819	26.36619672
108.09240816	146.02384488	26.04171314
112.45244048	146.41949573	26.12652869
116.48987419	146.24361342	26.12587612
120.21943499	146.47500568	26.40377109
124.05555961	146.05451921	26.01798900
128.12903235	146.29314580	26.43204729
132.20435992	146.12941788	26.07176909
136.29744804	146.19634603	26.27343732
140.13110587	146.47578014	26.41447613
144.30142154	146.36369647	26.03013179
148.35560789	146.40408386	26.44759111
152.11087337	146.21444965	26.07823819
156.05870883	146.25220253	26.35920425
160.14833794	146.41095933	26.26196560
100.15938915	150.42543720	26.40602283
104.21208338	150.41405841	26.17719406
108.25392914	150.44389560	26.48623862
112.04275790	150.04242933	26.38675328
116.13124112	150.32235438	26.16408974
120.40050731	150.35288671	26.39152302
124.01461014	150.45021989	26.02062794
128.46442707	150.39778624	26.46296965
132.36516543	150.20500867	26.08565954
136.24430449	150.08893377	26.49597602
140.28926253	150.29573587	26.33682267
144.11864179	150.24317491	26.49233606
148.22942441	150.28186495	26.39397383
152.48154427	150.13811103	26.35078205
156.27340286	150.43197316	26.44181423
160.26056792	150.30181242	26.33139988
100.11579719	154.31542883	26.37062377
